prod_id,issue_count,high_severity_issues,medium_severity_issues,low_severity_issues
202609120003147,2,2,0,0
202609120019131,2,2,0,0
202609120029616,2,2,0,0
202609120040072,2,2,0,0
202609120018358,2,2,0,0
202609120036728,2,2,0,0
202609120030547,2,2,0,0
202609120002481,2,2,0,0
202609120002929,2,2,0,0
202609120029275,2,2,0,0
202609120034570,2,2,0,0
202609120039824,2,2,0,0
202609120002139,2,2,0,0
202609120020472,2,2,0,0
202609120025757,2,2,0,0
202609120030418,2,2,0,0
202609120015219,2,2,0,0
202609120013649,2,2,0,0
202609120011880,2,2,0,0
202609120000215,2,2,0,0
202609120036601,2,2,0,0
202609120002508,2,2,0,0
202609120013111,2,2,0,0
202609120009788,2,2,0,0
202609120040447,2,2,0,0
202609120016997,2,2,0,0
202609120000602,2,2,0,0
202609120026344,2,2,0,0
202609120018115,2,2,0,0
202609120032519,2,2,0,0
202609120028265,2,2,0,0
202609120005198,2,2,0,0
202609120014567,2,2,0,0
202609120043449,2,2,0,0
202609120004954,2,2,0,0
202609120041789,2,2,0,0
202609120021702,2,2,0,0
202609120002826,2,2,0,0
202609120016375,2,2,0,0
202609120043559,2,2,0,0
202609120046518,2,2,0,0
202609120005791,2,2,0,0
202609120010038,2,2,0,0
202609120033883,2,2,0,0
202609120045007,2,2,0,0
202609120045354,2,2,0,0
202609120003368,2,2,0,0
202609120032834,2,2,0,0
202609120000020,2,2,0,0
202609120005535,2,2,0,0
202609120027931,2,2,0,0
202609120033796,2,2,0,0
202609120048595,2,2,0,0
202609120042983,2,2,0,0
202609120048722,2,2,0,0
202609120046709,2,2,0,0
202609120039673,2,2,0,0
202609120021401,2,2,0,0
202609120001747,2,2,0,0
202609120046315,2,2,0,0
202609120040898,2,2,0,0
202609120011322,2,2,0,0
202609120008819,2,2,0,0
202609120020009,2,2,0,0
202609120031983,2,2,0,0
202609120049179,2,2,0,0
202609120012322,2,2,0,0
202609120008970,2,2,0,0
202609120042873,2,2,0,0
202609120047074,2,2,0,0
202609120033124,2,2,0,0
202609120046529,2,2,0,0
202609120020361,2,2,0,0
202609120036288,2,2,0,0
202609120007184,2,2,0,0
202609120010693,2,2,0,0
202609120041831,2,2,0,0
202609120004853,2,2,0,0
202609120042851,2,2,0,0
202609120036473,2,2,0,0
202609120025060,2,2,0,0
202609120001639,2,2,0,0
202609120009667,2,2,0,0
202609120015591,2,2,0,0
202609120014563,2,2,0,0
202609120002709,2,2,0,0
202609120020663,2,2,0,0
202609120021482,2,2,0,0
202609120026897,2,2,0,0
202609120047597,2,2,0,0
202609120012186,2,2,0,0
202609120004148,2,2,0,0
202609120002474,2,2,0,0
202609120015573,2,2,0,0
202609120040139,2,2,0,0
202609120007659,2,2,0,0
202609120020810,2,2,0,0
202609120048645,2,2,0,0
202609120023830,2,2,0,0
202609120010223,2,2,0,0
202609120027999,2,2,0,0
202609120022174,2,2,0,0
202609120011529,2,2,0,0
202609120017530,2,2,0,0
202609120007325,2,2,0,0
202609120043079,2,2,0,0
202609120041620,5,1,2,2
202609120022376,5,1,2,2
202609120039533,5,1,2,2
202609120020888,4,1,2,1
202609120001674,4,1,2,1
202609120014827,4,1,2,1
202609120037540,4,1,2,1
202609120047345,4,1,2,1
202609120045253,4,1,2,1
202609120048260,4,1,2,1
202609120049095,4,1,2,1
202609120032409,4,1,2,1
202609120039355,4,1,2,1
202609120019705,4,1,2,1
202609120036431,4,1,2,1
202609120036866,4,1,2,1
202609120029591,4,1,2,1
202609120049439,4,1,2,1
202609120041615,4,1,2,1
202609120035274,4,1,2,1
202609120002464,4,1,2,1
202609120040994,4,1,2,1
202609120035840,4,1,2,1
202609120041727,4,1,2,1
202609120031908,4,1,2,1
202609120001703,4,1,2,1
202609120021477,4,1,2,1
202609120041080,4,1,2,1
202609120033599,4,1,2,1
202609120042220,4,1,2,1
202609120008743,3,1,2,0
202609120013050,3,1,2,0
202609120047706,3,1,2,0
202609120025437,3,1,2,0
202609120047773,3,1,2,0
202609120032686,3,1,2,0
202609120022772,3,1,2,0
202609120041184,3,1,2,0
202609120044150,3,1,2,0
202609120046718,3,1,2,0
202609120037875,3,1,2,0
202609120039961,4,1,1,2
202609120040227,4,1,1,2
202609120036341,4,1,1,2
202609120037472,4,1,1,2
202609120031420,3,1,1,1
202609120027375,3,1,1,1
202609120044698,3,1,1,1
202609120033003,3,1,1,1
202609120037389,3,1,1,1
202609120046897,3,1,1,1
202609120021008,3,1,1,1
202609120029446,3,1,1,1
202609120004962,3,1,1,1
202609120040484,3,1,1,1
202609120024982,3,1,1,1
202609120005473,3,1,1,1
202609120048075,3,1,1,1
202609120028290,3,1,1,1
202609120018078,3,1,1,1
202609120047473,3,1,1,1
202609120029242,3,1,1,1
202609120038572,3,1,1,1
202609120039982,3,1,1,1
202609120003097,3,1,1,1
202609120036936,3,1,1,1
202609120044879,3,1,1,1
202609120039393,3,1,1,1
202609120048911,3,1,1,1
202609120020881,3,1,1,1
202609120016611,3,1,1,1
202609120005497,3,1,1,1
202609120048446,3,1,1,1
202609120048760,3,1,1,1
202609120035672,3,1,1,1
202609120028463,3,1,1,1
202609120002078,3,1,1,1
202609120049414,3,1,1,1
202609120015801,3,1,1,1
202609120034582,3,1,1,1
202609120034021,3,1,1,1
202609120009709,3,1,1,1
202609120021948,3,1,1,1
202609120037448,3,1,1,1
202609120046171,3,1,1,1
202609120018008,3,1,1,1
202609120001163,3,1,1,1
202609120010131,3,1,1,1
202609120013789,3,1,1,1
202609120046550,3,1,1,1
202609120045810,3,1,1,1
202609120038764,3,1,1,1
202609120008696,3,1,1,1
202609120036891,3,1,1,1
202609120039253,3,1,1,1
202609120025414,3,1,1,1
202609120043304,3,1,1,1
202609120044209,3,1,1,1
202609120013948,2,1,1,0
202609120015563,2,1,1,0
202609120045740,2,1,1,0
202609120044885,2,1,1,0
202609120022805,2,1,1,0
202609120010486,2,1,1,0
202609120025715,2,1,1,0
202609120044029,2,1,1,0
202609120037216,2,1,1,0
202609120048156,2,1,1,0
202609120034543,2,1,1,0
202609120013390,2,1,1,0
202609120023823,2,1,1,0
202609120016820,2,1,1,0
202609120002105,2,1,1,0
202609120027414,2,1,1,0
202609120022319,2,1,1,0
202609120038290,2,1,1,0
202609120048155,2,1,1,0
202609120042360,2,1,1,0
202609120013960,2,1,1,0
202609120023047,2,1,1,0
202609120006708,2,1,1,0
202609120037167,2,1,1,0
202609120042710,2,1,1,0
202609120019023,2,1,1,0
202609120017532,2,1,1,0
202609120019284,2,1,1,0
202609120049106,2,1,1,0
202609120030128,2,1,1,0
202609120043030,2,1,1,0
202609120046711,2,1,1,0
202609120021615,2,1,1,0
202609120043505,2,1,1,0
202609120029478,2,1,1,0
202609120048309,2,1,1,0
202609120027983,2,1,1,0
202609120015222,2,1,1,0
202609120047341,2,1,1,0
202609120037094,2,1,1,0
202609120033153,2,1,1,0
202609120038308,2,1,1,0
202609120045479,2,1,1,0
202609120035265,2,1,1,0
202609120029143,2,1,1,0
202609120003305,2,1,1,0
202609120005061,2,1,1,0
202609120035420,2,1,1,0
202609120024074,2,1,1,0
202609120024109,2,1,1,0
202609120027661,2,1,1,0
202609120011120,2,1,1,0
202609120019922,2,1,1,0
202609120014661,2,1,1,0
202609120044085,2,1,1,0
202609120033026,2,1,1,0
202609120039292,2,1,1,0
202609120034604,2,1,1,0
202609120041601,2,1,1,0
202609120049794,2,1,1,0
202609120029000,2,1,1,0
202609120049375,2,1,1,0
202609120027944,2,1,1,0
202609120001223,2,1,1,0
202609120018662,2,1,1,0
202609120045156,2,1,1,0
202609120021252,2,1,1,0
202609120023001,2,1,1,0
202609120014160,2,1,1,0
202609120048359,2,1,1,0
202609120038659,2,1,1,0
202609120032703,2,1,1,0
202609120042898,2,1,1,0
202609120045568,2,1,1,0
202609120043333,2,1,1,0
202609120045553,2,1,1,0
202609120012795,2,1,1,0
202609120018268,2,1,1,0
202609120028810,2,1,1,0
202609120044193,2,1,1,0
202609120028054,2,1,1,0
202609120041039,2,1,1,0
202609120047001,2,1,1,0
202609120013043,2,1,1,0
202609120023115,2,1,1,0
202609120047045,2,1,1,0
202609120045005,2,1,1,0
202609120008473,2,1,1,0
202609120014130,2,1,1,0
202609120049260,2,1,1,0
202609120030011,2,1,1,0
202609120025740,2,1,1,0
202609120022103,2,1,1,0
202609120048249,2,1,1,0
202609120002538,2,1,1,0
202609120040897,2,1,1,0
202609120006160,2,1,1,0
202609120027799,2,1,1,0
202609120040071,2,1,1,0
202609120032821,2,1,1,0
202609120025588,2,1,1,0
202609120013142,2,1,1,0
202609120043309,2,1,1,0
202609120009722,2,1,1,0
202609120003364,2,1,1,0
202609120007545,2,1,1,0
202609120019815,2,1,1,0
202609120005221,2,1,1,0
202609120043627,2,1,1,0
202609120025633,2,1,1,0
202609120030204,2,1,1,0
202609120041066,2,1,1,0
202609120011022,2,1,1,0
202609120044238,2,1,1,0
202609120035449,2,1,1,0
202609120047594,2,1,1,0
202609120022232,2,1,1,0
202609120008824,2,1,1,0
202609120042146,2,1,1,0
202609120036661,2,1,1,0
202609120047000,2,1,1,0
202609120033824,2,1,1,0
202609120045271,2,1,1,0
202609120000321,2,1,1,0
202609120033085,2,1,1,0
202609120019543,2,1,1,0
202609120048812,2,1,1,0
202609120031193,2,1,1,0
202609120007971,2,1,1,0
202609120042403,2,1,1,0
202609120036055,2,1,1,0
202609120033097,2,1,1,0
202609120036940,2,1,1,0
202609120047898,2,1,1,0
202609120046169,2,1,1,0
202609120049296,2,1,1,0
202609120042625,2,1,1,0
202609120045644,2,1,1,0
202609120039682,2,1,1,0
202609120023745,2,1,1,0
202609120041322,2,1,1,0
202609120039795,2,1,1,0
202609120036232,2,1,1,0
202609120001299,2,1,1,0
202609120002710,2,1,1,0
202609120014182,2,1,1,0
202609120025217,2,1,1,0
202609120013037,2,1,1,0
202609120043406,2,1,1,0
202609120045924,2,1,1,0
202609120048582,2,1,1,0
202609120049329,2,1,1,0
202609120045628,2,1,1,0
202609120042395,2,1,1,0
202609120039043,2,1,1,0
202609120032122,2,1,1,0
202609120033517,2,1,1,0
202609120011021,2,1,1,0
202609120015296,2,1,1,0
202609120049415,2,1,1,0
202609120024914,2,1,1,0
202609120046426,2,1,1,0
202609120032670,2,1,1,0
202609120044696,2,1,1,0
202609120049844,2,1,1,0
202609120040490,2,1,1,0
202609120033978,2,1,1,0
202609120045191,2,1,1,0
202609120048979,2,1,1,0
202609120041403,2,1,1,0
202609120033177,2,1,1,0
202609120049250,2,1,1,0
202609120048817,2,1,1,0
202609120034297,2,1,1,0
202609120003930,2,1,1,0
202609120005938,2,1,1,0
202609120033398,2,1,1,0
202609120045245,2,1,1,0
202609120049338,2,1,1,0
202609120037258,2,1,1,0
202609120047868,2,1,1,0
202609120043678,2,1,1,0
202609120049467,2,1,1,0
202609120041639,2,1,1,0
202609120036790,2,1,1,0
202609120049213,2,1,1,0
202609120022527,2,1,1,0
202609120005716,2,1,1,0
202609120000896,2,1,1,0
202609120044468,2,1,1,0
202609120010092,2,1,1,0
202609120030693,2,1,1,0
202609120047921,2,1,1,0
202609120047362,2,1,1,0
202609120022512,2,1,1,0
202609120041630,2,1,1,0
202609120040512,2,1,1,0
202609120022176,2,1,1,0
202609120027771,2,1,1,0
202609120011415,2,1,1,0
202609120004007,2,1,1,0
202609120029061,2,1,1,0
202609120034691,2,1,1,0
202609120049426,2,1,1,0
202609120033953,2,1,1,0
202609120047956,2,1,1,0
202609120034735,2,1,1,0
202609120030555,2,1,1,0
202609120039760,2,1,1,0
202609120014052,2,1,1,0
202609120019386,2,1,1,0
202609120047806,2,1,1,0
202609120021908,2,1,1,0
202609120038671,2,1,1,0
202609120048068,2,1,1,0
202609120029289,2,1,1,0
202609120028532,2,1,1,0
202609120049726,2,1,1,0
202609120046674,2,1,1,0
202609120039283,2,1,1,0
202609120048396,2,1,1,0
202609120002687,2,1,1,0
202609120048008,2,1,1,0
202609120049576,2,1,1,0
202609120045569,2,1,1,0
202609120014878,2,1,1,0
202609120040419,2,1,1,0
202609120034670,2,1,1,0
202609120019444,2,1,1,0
202609120040213,2,1,1,0
202609120046816,2,1,1,0
202609120046481,2,1,1,0
202609120048892,2,1,1,0
202609120016441,2,1,1,0
202609120011616,2,1,1,0
202609120047588,2,1,1,0
202609120048968,2,1,1,0
202609120017216,2,1,1,0
202609120037371,2,1,1,0
202609120045618,2,1,1,0
202609120047006,2,1,1,0
202609120042465,2,1,1,0
202609120017198,2,1,1,0
202609120027719,2,1,1,0
202609120009636,2,1,1,0
202609120044219,2,1,1,0
202609120016354,2,1,1,0
202609120005128,2,1,1,0
202609120046575,2,1,1,0
202609120033507,2,1,1,0
202609120045686,2,1,1,0
202609120044873,2,1,1,0
202609120042693,2,1,1,0
202609120048987,2,1,1,0
202609120048653,2,1,1,0
202609120040103,2,1,1,0
202609120027804,2,1,1,0
202609120018793,2,1,1,0
202609120037281,2,1,1,0
202609120026601,2,1,1,0
202609120048436,2,1,1,0
202609120000914,2,1,1,0
202609120042952,2,1,1,0
202609120026192,2,1,1,0
202609120003827,2,1,1,0
202609120028139,2,1,1,0
202609120009381,2,1,1,0
202609120010723,2,1,1,0
202609120015630,2,1,1,0
202609120036793,2,1,1,0
202609120048337,2,1,1,0
202609120030327,2,1,1,0
202609120038845,2,1,1,0
202609120049804,2,1,1,0
202609120035844,2,1,1,0
202609120028580,2,1,1,0
202609120000494,2,1,1,0
202609120018676,2,1,1,0
202609120029056,2,1,1,0
202609120006108,2,1,1,0
202609120044284,2,1,1,0
202609120017435,2,1,1,0
202609120006687,2,1,1,0
202609120044981,2,1,1,0
202609120049605,2,1,1,0
202609120001800,2,1,1,0
202609120019635,2,1,1,0
202609120014692,2,1,1,0
202609120024101,2,1,1,0
202609120031671,2,1,1,0
202609120010575,2,1,1,0
202609120042218,2,1,1,0
202609120038552,2,1,1,0
202609120045614,2,1,1,0
202609120049311,2,1,1,0
202609120033202,2,1,1,0
202609120006815,2,1,1,0
202609120046082,2,1,1,0
202609120028933,2,1,1,0
202609120003716,2,1,1,0
202609120041602,2,1,1,0
202609120034976,2,1,1,0
202609120005389,2,1,1,0
202609120039222,2,1,1,0
202609120013212,2,1,1,0
202609120005009,2,1,1,0
202609120040166,2,1,1,0
202609120043752,2,1,1,0
202609120047826,2,1,1,0
202609120009031,2,1,1,0
202609120036556,2,1,1,0
202609120046994,2,1,1,0
202609120029502,2,1,1,0
202609120029827,2,1,1,0
202609120044327,2,1,1,0
202609120045422,2,1,1,0
202609120036886,2,1,1,0
202609120034562,2,1,1,0
202609120037491,2,1,1,0
202609120031455,2,1,1,0
202609120032095,2,1,1,0
202609120041574,2,1,1,0
202609120049665,2,1,1,0
202609120049610,2,1,1,0
202609120027070,2,1,1,0
202609120046773,2,1,1,0
202609120042672,2,1,1,0
202609120041840,2,1,1,0
202609120036150,2,1,1,0
202609120025226,2,1,1,0
202609120013076,2,1,1,0
202609120013318,2,1,1,0
202609120015830,2,1,1,0
202609120007493,2,1,1,0
202609120005103,2,1,1,0
202609120028062,2,1,1,0
202609120007076,2,1,1,0
202609120001498,2,1,1,0
202609120006942,2,1,1,0
202609120042091,2,1,1,0
202609120044581,2,1,1,0
202609120042770,2,1,1,0
202609120049763,2,1,1,0
202609120015846,2,1,1,0
202609120042628,2,1,1,0
202609120001832,2,1,1,0
202609120016847,2,1,1,0
202609120043198,2,1,1,0
202609120015151,2,1,1,0
202609120046504,2,1,1,0
202609120011585,2,1,1,0
202609120047063,2,1,1,0
202609120046934,2,1,1,0
202609120041564,2,1,1,0
202609120044187,2,1,1,0
202609120032890,2,1,1,0
202609120047876,2,1,1,0
202609120035220,2,1,1,0
202609120042508,2,1,1,0
202609120046817,2,1,1,0
202609120007927,2,1,1,0
202609120038333,2,1,1,0
202609120045200,2,1,1,0
202609120045046,2,1,1,0
202609120035833,2,1,1,0
202609120042903,2,1,1,0
202609120023371,2,1,1,0
202609120032096,2,1,1,0
202609120018758,2,1,1,0
202609120042328,2,1,1,0
202609120048967,2,1,1,0
202609120043161,2,1,1,0
202609120049842,2,1,1,0
202609120030591,2,1,1,0
202609120047064,2,1,1,0
202609120024797,2,1,1,0
202609120046945,2,1,1,0
202609120011721,2,1,1,0
202609120049811,2,1,1,0
202609120024102,2,1,1,0
202609120047291,2,1,1,0
202609120043658,2,1,1,0
202609120046667,2,1,1,0
202609120042521,2,1,1,0
202609120009561,2,1,1,0
202609120003048,2,1,1,0
202609120049682,2,1,1,0
202609120033238,2,1,1,0
202609120006654,2,1,1,0
202609120042813,2,1,1,0
202609120046886,2,1,1,0
202609120048174,2,1,1,0
202609120026037,2,1,1,0
202609120022120,2,1,1,0
202609120040672,2,1,1,0
202609120032007,2,1,1,0
202609120018512,2,1,1,0
202609120044153,2,1,1,0
202609120038781,2,1,1,0
202609120049396,2,1,1,0
202609120029483,2,1,1,0
202609120020589,2,1,1,0
202609120049548,2,1,1,0
202609120042648,2,1,1,0
202609120019561,2,1,1,0
202609120038730,2,1,1,0
202609120041589,2,1,1,0
202609120049385,2,1,1,0
202609120034648,2,1,1,0
202609120015943,2,1,1,0
202609120046851,2,1,1,0
202609120001227,2,1,1,0
202609120046026,2,1,1,0
202609120019402,2,1,1,0
202609120018069,2,1,1,0
202609120006504,2,1,1,0
202609120042515,2,1,1,0
202609120048408,2,1,1,0
202609120038850,2,1,1,0
202609120045162,2,1,1,0
202609120009970,2,1,1,0
202609120000341,2,1,1,0
202609120042811,2,1,1,0
202609120039284,2,1,1,0
202609120041597,2,1,1,0
202609120019894,2,1,1,0
202609120042618,2,1,1,0
202609120039940,2,1,1,0
202609120031473,2,1,1,0
202609120004619,2,1,1,0
202609120014316,2,1,1,0
202609120043907,2,1,1,0
202609120037486,2,1,1,0
202609120046312,2,1,1,0
202609120010443,2,1,1,0
202609120000743,2,1,1,0
202609120006208,2,1,1,0
202609120026891,2,1,1,0
202609120006625,2,1,1,0
202609120042786,2,1,1,0
202609120036164,2,1,1,0
202609120044283,2,1,1,0
202609120042879,2,1,1,0
202609120013645,2,1,1,0
202609120030598,2,1,1,0
202609120049607,2,1,1,0
202609120024391,2,1,1,0
202609120009490,2,1,1,0
202609120008104,2,1,1,0
202609120032508,2,1,1,0
202609120009527,2,1,1,0
202609120047589,2,1,1,0
202609120007829,2,1,1,0
202609120023229,2,1,1,0
202609120046441,2,1,1,0
202609120047635,2,1,1,0
202609120046273,2,1,1,0
202609120034485,2,1,1,0
202609120047524,2,1,1,0
202609120006748,2,1,1,0
202609120046872,2,1,1,0
202609120022285,2,1,1,0
202609120048029,2,1,1,0
202609120015012,2,1,1,0
202609120046427,2,1,1,0
202609120032638,2,1,1,0
202609120007544,2,1,1,0
202609120032873,2,1,1,0
202609120011933,2,1,1,0
202609120005978,2,1,1,0
202609120048388,2,1,1,0
202609120046743,2,1,1,0
202609120019881,2,1,1,0
202609120020118,2,1,1,0
202609120014626,2,1,1,0
202609120029788,2,1,1,0
202609120046972,2,1,1,0
202609120026303,2,1,1,0
202609120048696,2,1,1,0
202609120019836,2,1,1,0
202609120048445,2,1,1,0
202609120045321,2,1,1,0
202609120038565,2,1,1,0
202609120019651,2,1,1,0
202609120032035,2,1,1,0
202609120044245,2,1,1,0
202609120049104,2,1,1,0
202609120030737,2,1,1,0
202609120009875,2,1,1,0
202609120000413,2,1,1,0
202609120032102,2,1,1,0
202609120019911,2,1,1,0
202609120049097,2,1,1,0
202609120045634,2,1,1,0
202609120010480,2,1,1,0
202609120046526,2,1,1,0
202609120021686,2,1,1,0
202609120040933,2,1,1,0
202609120048257,2,1,1,0
202609120018146,2,1,1,0
202609120011154,2,1,1,0
202609120046906,2,1,1,0
202609120038741,2,1,1,0
202609120040022,2,1,1,0
202609120049733,2,1,1,0
202609120037880,2,1,1,0
202609120011714,2,1,1,0
202609120034596,2,1,1,0
202609120049653,2,1,1,0
202609120014503,2,1,1,0
202609120029837,2,1,1,0
202609120038802,2,1,1,0
202609120007420,2,1,1,0
202609120047957,2,1,1,0
202609120037502,2,1,1,0
202609120045310,2,1,1,0
202609120031969,2,1,1,0
202609120030513,2,1,1,0
202609120045394,2,1,1,0
202609120044474,2,1,1,0
202609120049459,2,1,1,0
202609120047911,2,1,1,0
202609120025403,2,1,1,0
202609120038375,2,1,1,0
202609120035456,2,1,1,0
202609120047749,2,1,1,0
202609120006153,2,1,1,0
202609120033275,2,1,1,0
202609120039677,2,1,1,0
202609120016952,2,1,1,0
202609120033389,2,1,1,0
202609120006426,2,1,1,0
202609120001266,2,1,1,0
202609120018777,2,1,1,0
202609120047853,2,1,1,0
202609120009352,2,1,1,0
202609120027409,2,1,1,0
202609120008125,2,1,1,0
202609120010550,2,1,1,0
202609120049617,2,1,1,0
202609120030431,2,1,1,0
